Code,Cause,ISO3,Year,Sex,Age Group.2,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
811,Thalassaemias,CHN,2015,MLE,1-4,37300000,135.48,0.36,25262.08,67.73
970,Epilepsy,CHN,2015,MLE,1-4,37300000,134.91,0.36,37750.61,101.21
130,Whooping cough,CHN,2015,MLE,1-4,37300000,132.35,0.35,12456.54,33.4
100,HIV/AIDS,CHN,2015,MLE,1-4,37300000,122.86,0.33,10856.99,29.11
760,"Lymphomas, multiple myeloma",CHN,2015,MLE,1-4,37300000,94.04,0.25,8221.94,22.04
1140,Stroke,CHN,2015,MLE,1-4,37300000,71.53,0.19,7771.15,20.83
1242,Paralytic ileus and intestinal obstruction,CHN,2015,MLE,1-4,37300000,62.89,0.17,6143.71,16.47
30,Tuberculosis,CHN,2015,MLE,1-4,37300000,62.87,0.17,9912.17,26.57
1270,Kidney diseases,CHN,2015,MLE,1-4,37300000,59.82,0.16,7494.51,20.09
660,Liver cancer,CHN,2015,MLE,1-4,37300000,58.05,0.16,5065.5,13.58
745,Kidney cancer,CHN,2015,MLE,1-4,37300000,54.61,0.15,5031.63,13.49
1244,Inflammatory bowel disease,CHN,2015,MLE,1-4,37300000,55.15,0.15,4803.72,12.88
550,Protein-energy malnutrition,CHN,2015,MLE,1-4,37300000,33.88,0.09,4657.36,12.49
1230,Cirrhosis of the liver,CHN,2015,MLE,1-4,37300000,33.04,0.09,3509.4,9.41
400,Upper respiratory infections,CHN,2015,MLE,1-4,37300000,26.98,0.07,36030.45,96.6
1110,Rheumatic heart disease,CHN,2015,MLE,1-4,37300000,20,0.05,2425.97,6.5
1190,Asthma,CHN,2015,MLE,1-4,37300000,14.89,0.04,59859.97,160.48
1180,Chronic obstructive pulmonary disease,CHN,2015,MLE,1-4,37300000,10.99,0.03,2313.26,6.2
1330,Skin diseases,CHN,2015,MLE,1-4,37300000,9.68,0.03,108002.2,289.55
1246,Gallbladder and biliary diseases,CHN,2015,MLE,1-4,37300000,12.75,0.03,1960.08,5.25
1241,Gastritis and duodenitis,CHN,2015,MLE,1-4,37300000,11.42,0.03,5424.7,14.54
1580,Natural disasters,CHN,2015,MLE,1-4,37300000,10.42,0.03,936.47,2.51
800,Diabetes mellitus,CHN,2015,MLE,1-4,37300000,12.18,0.03,1158.24,3.11
742,Testicular cancer,CHN,2015,MLE,1-4,37300000,7.02,0.02,1692.09,4.54
50,Syphilis,CHN,2015,MLE,1-4,37300000,8.53,0.02,742.77,1.99
1630,Collective violence and legal intervention,CHN,2015,MLE,1-4,37300000,7.66,0.02,677.76,1.82
1220,Peptic ulcer disease,CHN,2015,MLE,1-4,37300000,8.87,0.02,772.47,2.07
1248,Pancreatitis,CHN,2015,MLE,1-4,37300000,2.43,0.01,261.13,0.7
1240,Appendicitis,CHN,2015,MLE,1-4,37300000,4.56,0.01,670.69,1.8
160,Tetanus,CHN,2015,MLE,1-4,37300000,2.16,0.01,190.35,0.51
340,Ascariasis,CHN,2015,MLE,1-4,37300000,1.94,0.01,408.04,1.09
186,Acute hepatitis A,CHN,2015,MLE,1-4,37300000,2.7,0.01,856.31,2.3
190,Acute hepatitis B,CHN,2015,MLE,1-4,37300000,4,0.01,388.24,1.04
690,Melanoma and other skin cancers,CHN,2015,MLE,1-4,37300000,2.75,0.01,255.02,0.68
700,Breast cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
710,Cervix uteri cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
720,Corpus uteri cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
730,Ovary cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
740,Prostate cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
670,Pancreas cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
680,"Trachea, bronchus, lung cancers",CHN,2015,MLE,1-4,37300000,0,0,0,0
560,Iodine deficiency,CHN,2015,MLE,1-4,37300000,0,0,95.28,0.26
570,Vitamin A deficiency,CHN,2015,MLE,1-4,37300000,0,0,4669.79,12.52
580,Iron-deficiency anaemia,CHN,2015,MLE,1-4,37300000,0,0,37574.12,100.73
620,Mouth and oropharynx cancers,CHN,2015,MLE,1-4,37300000,0,0,0,0
630,Oesophagus cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
640,Stomach cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
650,Colon and rectum cancers,CHN,2015,MLE,1-4,37300000,0,0,0,0
750,Bladder cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
752,Gallbladder and biliary tract cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
753,Larynx cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
754,Thyroid cancer,CHN,2015,MLE,1-4,37300000,0,0,0,0
755,Mesothelioma,CHN,2015,MLE,1-4,37300000,0,0,0,0
812,Sickle cell disorders and trait,CHN,2015,MLE,1-4,37300000,1.54,0,429.5,1.15
830,Depressive disorders,CHN,2015,MLE,1-4,37300000,0,0,58.95,0.16
840,Bipolar disorder,CHN,2015,MLE,1-4,37300000,0,0,0,0
850,Schizophrenia,CHN,2015,MLE,1-4,37300000,0,0,0,0
860,Alcohol use disorders,CHN,2015,MLE,1-4,37300000,0,0,138.6,0.37
870,Drug use disorders,CHN,2015,MLE,1-4,37300000,0,0,0,0
880,Anxiety disorders,CHN,2015,MLE,1-4,37300000,0,0,4552.01,12.2
890,Eating disorders,CHN,2015,MLE,1-4,37300000,0,0,0,0
900,Autism and Asperger syndrome,CHN,2015,MLE,1-4,37300000,0,0,41003.43,109.93
910,Childhood behavioural disorders,CHN,2015,MLE,1-4,37300000,0,0,3532.44,9.47
920,Idiopathic intellectual disability,CHN,2015,MLE,1-4,37300000,0,0,15077.89,40.42
950,Alzheimer disease and other dementias,CHN,2015,MLE,1-4,37300000,0,0,0,0
960,Parkinson disease,CHN,2015,MLE,1-4,37300000,0,0,0,0
200,Acute hepatitis C,CHN,2015,MLE,1-4,37300000,0.27,0,104.44,0.28
205,Acute hepatitis E,CHN,2015,MLE,1-4,37300000,0.3,0,77.04,0.21
220,Malaria,CHN,2015,MLE,1-4,37300000,0,0,5.15,0.01
230,African trypanosomiasis,CHN,2015,MLE,1-4,37300000,0,0,0,0
240,Chagas disease,CHN,2015,MLE,1-4,37300000,0,0,0,0
250,Schistosomiasis,CHN,2015,MLE,1-4,37300000,0.05,0,259.51,0.7
260,Leishmaniasis,CHN,2015,MLE,1-4,37300000,0,0,2.99,0.01
270,Lymphatic filariasis,CHN,2015,MLE,1-4,37300000,0,0,0,0
280,Onchocerciasis,CHN,2015,MLE,1-4,37300000,0,0,0,0
285,Cysticercosis,CHN,2015,MLE,1-4,37300000,0.18,0,15.25,0.04
295,Echinococcosis,CHN,2015,MLE,1-4,37300000,1.2,0,261.24,0.7
300,Dengue,CHN,2015,MLE,1-4,37300000,0.45,0,445.56,1.19
310,Trachoma,CHN,2015,MLE,1-4,37300000,0,0,0,0
315,Yellow fever,CHN,2015,MLE,1-4,37300000,0,0,0,0
350,Trichuriasis,CHN,2015,MLE,1-4,37300000,0,0,175.11,0.47
360,Hookworm disease,CHN,2015,MLE,1-4,37300000,0,0,1389.67,3.73
362,Food-bourne trematodes,CHN,2015,MLE,1-4,37300000,0,0,1388.83,3.72
365,Leprosy,CHN,2015,MLE,1-4,37300000,0,0,0,0
410,Otitis media,CHN,2015,MLE,1-4,37300000,0.02,0,16145.38,43.29
420,Maternal conditions,CHN,2015,MLE,1-4,37300000,0,0,0,0
140,Diphtheria,CHN,2015,MLE,1-4,37300000,0.8,0,69.62,0.19
60,Chlamydia,CHN,2015,MLE,1-4,37300000,0,0,0,0
70,Gonorrhoea,CHN,2015,MLE,1-4,37300000,0,0,0,0
80,Trichomoniasis,CHN,2015,MLE,1-4,37300000,0,0,0,0
85,Genital herpes,CHN,2015,MLE,1-4,37300000,0,0,0,0
1470,Oral conditions,CHN,2015,MLE,1-4,37300000,0,0,21714.19,58.21
1505,Sudden infant death syndrome,CHN,2015,MLE,1-4,37300000,0,0,0,0
1350,Rheumatoid arthritis,CHN,2015,MLE,1-4,37300000,0,0,0,0
1360,Osteoarthritis,CHN,2015,MLE,1-4,37300000,0,0,0,0
1370,Gout,CHN,2015,MLE,1-4,37300000,0,0,0,0
1380,Back and neck pain,CHN,2015,MLE,1-4,37300000,0,0,0,0
1280,Benign prostatic hyperplasia,CHN,2015,MLE,1-4,37300000,0,0,0,0
1290,Urolithiasis,CHN,2015,MLE,1-4,37300000,1.43,0,152.06,0.41
1310,Infertility,CHN,2015,MLE,1-4,37300000,0,0,0,0
1320,Gynecological diseases,CHN,2015,MLE,1-4,37300000,0,0,0,0
1120,Hypertensive heart disease,CHN,2015,MLE,1-4,37300000,0,0,0,0
1130,Ischaemic heart disease,CHN,2015,MLE,1-4,37300000,0,0,0,0
980,Multiple sclerosis,CHN,2015,MLE,1-4,37300000,0,0,0,0
990,Migraine,CHN,2015,MLE,1-4,37300000,0,0,0,0
1000,Non-migraine headache,CHN,2015,MLE,1-4,37300000,0,0,0,0
1030,Glaucoma,CHN,2015,MLE,1-4,37300000,0,0,0,0
1040,Cataracts,CHN,2015,MLE,1-4,37300000,0,0,0,0
1050,Uncorrected refractive errors,CHN,2015,MLE,1-4,37300000,0,0,36321.74,97.38
1060,Macular degeneration,CHN,2015,MLE,1-4,37300000,0,0,0,0
1070,Other vision loss,CHN,2015,MLE,1-4,37300000,0,0,3512.09,9.42
1080,Other hearing loss,CHN,2015,MLE,1-4,37300000,0,0,25109.88,67.32
1610,Self-harm,CHN,2015,MLE,1-4,37300000,0,0,0,0
1140,Stroke,CHN,2015,MLE,45-49,63700000,34748.03,54.55,1619127,2541.8
1130,Ischaemic heart disease,CHN,2015,MLE,45-49,63700000,34030.16,53.42,1523055,2390.98
1530,Road injury,CHN,2015,MLE,45-49,63700000,23185.66,36.4,1178528,1850.12
680,"Trachea, bronchus, lung cancers",CHN,2015,MLE,45-49,63700000,17433.62,27.37,754433,1184.35
640,Stomach cancer,CHN,2015,MLE,45-49,63700000,13942.18,21.89,606999.7,952.9
660,Liver cancer,CHN,2015,MLE,45-49,63700000,13432.34,21.09,580893,911.92
1230,Cirrhosis of the liver,CHN,2015,MLE,45-49,63700000,12169.88,19.1,533087,836.87
650,Colon and rectum cancers,CHN,2015,MLE,45-49,63700000,8397.68,13.18,374192.9,587.43
630,Oesophagus cancer,CHN,2015,MLE,45-49,63700000,7417.46,11.64,321464,504.65
100,HIV/AIDS,CHN,2015,MLE,45-49,63700000,6752,10.6,297509.6,467.05
1550,Falls,CHN,2015,MLE,45-49,63700000,6698.05,10.51,446724.5,701.29
1610,Self-harm,CHN,2015,MLE,45-49,63700000,6208.59,9.75,270461.5,424.59
1270,Kidney diseases,CHN,2015,MLE,45-49,63700000,4575.06,7.18,279353.7,438.55
1180,Chronic obstructive pulmonary disease,CHN,2015,MLE,45-49,63700000,4434.03,6.96,276105.3,433.45
620,Mouth and oropharynx cancers,CHN,2015,MLE,45-49,63700000,3577.04,5.62,161157.3,252.99
670,Pancreas cancer,CHN,2015,MLE,45-49,63700000,3525.09,5.53,152234.3,238.99
1575,Exposure to mechanical forces,CHN,2015,MLE,45-49,63700000,3487.28,5.47,189930.1,298.16
860,Alcohol use disorders,CHN,2015,MLE,45-49,63700000,3303.25,5.19,384837.4,604.14
1120,Hypertensive heart disease,CHN,2015,MLE,45-49,63700000,2718.21,4.27,129121.5,202.7
800,Diabetes mellitus,CHN,2015,MLE,45-49,63700000,2671.4,4.19,475302.4,746.16
760,"Lymphomas, multiple myeloma",CHN,2015,MLE,45-49,63700000,2642.45,4.15,116446.2,182.8
751,Brain and nervous system cancers,CHN,2015,MLE,45-49,63700000,2622.44,4.12,113931.2,178.86
770,Leukaemia,CHN,2015,MLE,45-49,63700000,2299.26,3.61,102227.1,160.48
1570,Drowning,CHN,2015,MLE,45-49,63700000,2225.8,3.49,97123.56,152.47
30,Tuberculosis,CHN,2015,MLE,45-49,63700000,1977.55,3.1,102846,161.45
390,Lower respiratory infections,CHN,2015,MLE,45-49,63700000,1612.46,2.53,71819.67,112.75
1540,Poisonings,CHN,2015,MLE,45-49,63700000,1345.48,2.11,60023.2,94.23
1220,Peptic ulcer disease,CHN,2015,MLE,45-49,63700000,1263.81,1.98,57715.38,90.6
1110,Rheumatic heart disease,CHN,2015,MLE,45-49,63700000,1160.4,1.82,65467.56,102.77
1150,"Cardiomyopathy, myocarditis, endocarditis",CHN,2015,MLE,45-49,63700000,1076.56,1.69,47954.87,75.28
745,Kidney cancer,CHN,2015,MLE,45-49,63700000,1062.42,1.67,47550.16,74.65
970,Epilepsy,CHN,2015,MLE,45-49,63700000,796.21,1.25,68523.84,107.57
753,Larynx cancer,CHN,2015,MLE,45-49,63700000,722.46,1.13,32302.36,50.71
752,Gallbladder and biliary tract cancer,CHN,2015,MLE,45-49,63700000,705.85,1.11,30524.45,47.92
750,Bladder cancer,CHN,2015,MLE,45-49,63700000,698.06,1.1,32403.67,50.87
320,Rabies,CHN,2015,MLE,45-49,63700000,675.93,1.06,29026.66,45.57
1620,Interpersonal violence,CHN,2015,MLE,45-49,63700000,607.72,0.95,76095.65,119.46
1248,Pancreatitis,CHN,2015,MLE,45-49,63700000,497.96,0.78,23190.07,36.41
870,Drug use disorders,CHN,2015,MLE,45-49,63700000,496.3,0.78,106234.3,166.77
1560,"Fire, heat and hot substances",CHN,2015,MLE,45-49,63700000,490.49,0.77,41555.69,65.24
950,Alzheimer disease and other dementias,CHN,2015,MLE,45-49,63700000,453.22,0.71,27763.13,43.58
1241,Gastritis and duodenitis,CHN,2015,MLE,45-49,63700000,421.68,0.66,42263.67,66.35
690,Melanoma and other skin cancers,CHN,2015,MLE,45-49,63700000,404.53,0.64,17737.51,27.85
1190,Asthma,CHN,2015,MLE,45-49,63700000,390.19,0.61,41376.24,64.95
1400,Congenital anomalies,CHN,2015,MLE,45-49,63700000,339.06,0.53,60495.97,94.97
960,Parkinson disease,CHN,2015,MLE,45-49,63700000,296.1,0.46,20995.57,32.96
740,Prostate cancer,CHN,2015,MLE,45-49,63700000,281.98,0.44,13200.74,20.72
754,Thyroid cancer,CHN,2015,MLE,45-49,63700000,251.63,0.4,11847.66,18.6
190,Acute hepatitis B,CHN,2015,MLE,45-49,63700000,252.34,0.4,15634.31,24.54
170,Meningitis,CHN,2015,MLE,45-49,63700000,228.29,0.36,10795.4,16.95
700,Breast cancer,CHN,2015,MLE,45-49,63700000,226.19,0.36,10234.26,16.07
755,Mesothelioma,CHN,2015,MLE,45-49,63700000,213.7,0.34,9245.21,14.51
1242,Paralytic ileus and intestinal obstruction,CHN,2015,MLE,45-49,63700000,207.34,0.33,9745.07,15.3
1246,Gallbladder and biliary diseases,CHN,2015,MLE,45-49,63700000,156.43,0.25,75106.49,117.91
980,Multiple sclerosis,CHN,2015,MLE,45-49,63700000,133.18,0.21,6469.86,10.16
110,Diarrhoeal diseases,CHN,2015,MLE,45-49,63700000,128.72,0.2,38702.46,60.76
811,Thalassaemias,CHN,2015,MLE,45-49,63700000,121.43,0.19,12925.92,20.29
1350,Rheumatoid arthritis,CHN,2015,MLE,45-49,63700000,104.94,0.16,22965.54,36.05
180,Encephalitis,CHN,2015,MLE,45-49,63700000,101.24,0.16,9887.19,15.52
550,Protein-energy malnutrition,CHN,2015,MLE,45-49,63700000,101.42,0.16,40481.13,63.55
1244,Inflammatory bowel disease,CHN,2015,MLE,45-49,63700000,94.3,0.15,13065.26,20.51
1630,Collective violence and legal intervention,CHN,2015,MLE,45-49,63700000,93.33,0.15,4626.21,7.26
1330,Skin diseases,CHN,2015,MLE,45-49,63700000,86.36,0.14,136242.9,213.88
742,Testicular cancer,CHN,2015,MLE,45-49,63700000,62,0.1,3138.31,4.93
1290,Urolithiasis,CHN,2015,MLE,45-49,63700000,53.17,0.08,7056.25,11.08
1240,Appendicitis,CHN,2015,MLE,45-49,63700000,39.09,0.06,3061.05,4.81
160,Tetanus,CHN,2015,MLE,45-49,63700000,39.28,0.06,1690.99,2.65
400,Upper respiratory infections,CHN,2015,MLE,45-49,63700000,35.14,0.06,37803.07,59.35
1580,Natural disasters,CHN,2015,MLE,45-49,63700000,30.89,0.05,4764.52,7.48
285,Cysticercosis,CHN,2015,MLE,45-49,63700000,23.14,0.04,15908.79,24.97
250,Schistosomiasis,CHN,2015,MLE,45-49,63700000,16.34,0.03,4951.51,7.77
295,Echinococcosis,CHN,2015,MLE,45-49,63700000,10.65,0.02,1021.93,1.6
200,Acute hepatitis C,CHN,2015,MLE,45-49,63700000,7.76,0.01,342.33,0.54
205,Acute hepatitis E,CHN,2015,MLE,45-49,63700000,7.42,0.01,473.14,0.74
50,Syphilis,CHN,2015,MLE,45-49,63700000,7.14,0.01,877.44,1.38
890,Eating disorders,CHN,2015,MLE,45-49,63700000,4.4,0.01,3194.62,5.02
900,Autism and Asperger syndrome,CHN,2015,MLE,45-49,63700000,0,0,49978.69,78.46
910,Childhood behavioural disorders,CHN,2015,MLE,45-49,63700000,0,0,8361.21,13.13
920,Idiopathic intellectual disability,CHN,2015,MLE,45-49,63700000,0,0,21570.75,33.86
880,Anxiety disorders,CHN,2015,MLE,45-49,63700000,0,0,167955.7,263.67
812,Sickle cell disorders and trait,CHN,2015,MLE,45-49,63700000,0.84,0,239.05,0.38
830,Depressive disorders,CHN,2015,MLE,45-49,63700000,0,0,328839.8,516.23
840,Bipolar disorder,CHN,2015,MLE,45-49,63700000,0,0,34040.17,53.44
850,Schizophrenia,CHN,2015,MLE,45-49,63700000,0,0,245544,385.47
186,Acute hepatitis A,CHN,2015,MLE,45-49,63700000,0,0,1121.16,1.76
710,Cervix uteri cancer,CHN,2015,MLE,45-49,63700000,0,0,0,0
720,Corpus uteri cancer,CHN,2015,MLE,45-49,63700000,0,0,0,0
730,Ovary cancer,CHN,2015,MLE,45-49,63700000,0,0,0,0
60,Chlamydia,CHN,2015,MLE,45-49,63700000,0,0,5048.74,7.93
70,Gonorrhoea,CHN,2015,MLE,45-49,63700000,0.98,0,1301.91,2.04
80,Trichomoniasis,CHN,2015,MLE,45-49,63700000,0,0,462.66,0.73
85,Genital herpes,CHN,2015,MLE,45-49,63700000,0,0,2243.03,3.52
130,Whooping cough,CHN,2015,MLE,45-49,63700000,1.81,0,84.37,0.13
140,Diphtheria,CHN,2015,MLE,45-49,63700000,1.57,0,67.36,0.11
150,Measles,CHN,2015,MLE,45-49,63700000,0.49,0,22.41,0.04
230,African trypanosomiasis,CHN,2015,MLE,45-49,63700000,0,0,0,0
490,Neonatal conditions,CHN,2015,MLE,45-49,63700000,0,0,124796.5,195.91
560,Iodine deficiency,CHN,2015,MLE,45-49,63700000,0,0,10147.61,15.93
570,Vitamin A deficiency,CHN,2015,MLE,45-49,63700000,0,0,1161.86,1.82
580,Iron-deficiency anaemia,CHN,2015,MLE,45-49,63700000,0,0,34514.68,54.18
1470,Oral conditions,CHN,2015,MLE,45-49,63700000,0,0,189272.3,297.13
1505,Sudden infant death syndrome,CHN,2015,MLE,45-49,63700000,0,0,0,0
1310,Infertility,CHN,2015,MLE,45-49,63700000,0,0,20319.77,31.9
1320,Gynecological diseases,CHN,2015,MLE,45-49,63700000,0,0,0,0
1280,Benign prostatic hyperplasia,CHN,2015,MLE,45-49,63700000,0,0,2609.57,4.1
1360,Osteoarthritis,CHN,2015,MLE,45-49,63700000,0,0,192622,302.39
1370,Gout,CHN,2015,MLE,45-49,63700000,0,0,42650.27,66.95
1380,Back and neck pain,CHN,2015,MLE,45-49,63700000,0,0,496877.8,780.03
990,Migraine,CHN,2015,MLE,45-49,63700000,0,0,203590.5,319.61
1000,Non-migraine headache,CHN,2015,MLE,45-49,63700000,0,0,41667.59,65.41
1030,Glaucoma,CHN,2015,MLE,45-49,63700000,0,0,1884.69,2.96
1040,Cataracts,CHN,2015,MLE,45-49,63700000,0,0,13783.81,21.64
1050,Uncorrected refractive errors,CHN,2015,MLE,45-49,63700000,0,0,203463.3,319.41
1060,Macular degeneration,CHN,2015,MLE,45-49,63700000,0,0,0,0
1070,Other vision loss,CHN,2015,MLE,45-49,63700000,0,0,47691.3,74.87
1080,Other hearing loss,CHN,2015,MLE,45-49,63700000,0,0,389647.4,611.69
220,Malaria,CHN,2015,MLE,45-49,63700000,0,0,11.47,0.02
240,Chagas disease,CHN,2015,MLE,45-49,63700000,0,0,0,0
260,Leishmaniasis,CHN,2015,MLE,45-49,63700000,0,0,0.92,0
270,Lymphatic filariasis,CHN,2015,MLE,45-49,63700000,0,0,0,0
280,Onchocerciasis,CHN,2015,MLE,45-49,63700000,0,0,0,0
300,Dengue,CHN,2015,MLE,45-49,63700000,0.16,0,1492.12,2.34
310,Trachoma,CHN,2015,MLE,45-49,63700000,0,0,567.01,0.89
315,Yellow fever,CHN,2015,MLE,45-49,63700000,0,0,0,0
340,Ascariasis,CHN,2015,MLE,45-49,63700000,0.89,0,282.38,0.44
350,Trichuriasis,CHN,2015,MLE,45-49,63700000,0,0,373.82,0.59
360,Hookworm disease,CHN,2015,MLE,45-49,63700000,0,0,2036.84,3.2
362,Food-bourne trematodes,CHN,2015,MLE,45-49,63700000,0,0,87588.3,137.5
365,Leprosy,CHN,2015,MLE,45-49,63700000,0,0,52.36,0.08
410,Otitis media,CHN,2015,MLE,45-49,63700000,0.09,0,14526.89,22.81
420,Maternal conditions,CHN,2015,MLE,45-49,63700000,0,0,0,0
1140,Stroke,CHN,2015,MLE,50-54,51700000,45605.96,88.21,1902512,3679.91
1130,Ischaemic heart disease,CHN,2015,MLE,50-54,51700000,41078.39,79.46,1643132,3178.21
680,"Trachea, bronchus, lung cancers",CHN,2015,MLE,50-54,51700000,26991.6,52.21,1037108,2006.01
640,Stomach cancer,CHN,2015,MLE,50-54,51700000,18754.04,36.27,724665.4,1401.67
1530,Road injury,CHN,2015,MLE,50-54,51700000,17406.64,33.67,838453.3,1621.77
660,Liver cancer,CHN,2015,MLE,50-54,51700000,13310.07,25.74,510990.5,988.38
1230,Cirrhosis of the liver,CHN,2015,MLE,50-54,51700000,12142.84,23.49,473156.7,915.2
630,Oesophagus cancer,CHN,2015,MLE,50-54,51700000,11975.91,23.16,460625.7,890.96
650,Colon and rectum cancers,CHN,2015,MLE,50-54,51700000,9721.35,18.8,385324.4,745.31
1180,Chronic obstructive pulmonary disease,CHN,2015,MLE,50-54,51700000,7642.51,14.78,412886.2,798.62
1550,Falls,CHN,2015,MLE,50-54,51700000,5770.19,11.16,373070.2,721.61
1610,Self-harm,CHN,2015,MLE,50-54,51700000,5466.72,10.57,211532.7,409.15
1270,Kidney diseases,CHN,2015,MLE,50-54,51700000,5193.7,10.05,273045.6,528.13
670,Pancreas cancer,CHN,2015,MLE,50-54,51700000,4343.07,8.4,166512.9,322.08
620,Mouth and oropharynx cancers,CHN,2015,MLE,50-54,51700000,4225.66,8.17,167995.6,324.94
1120,Hypertensive heart disease,CHN,2015,MLE,50-54,51700000,3870.85,7.49,165320.1,319.77
800,Diabetes mellitus,CHN,2015,MLE,50-54,51700000,3702.41,7.16,522250.3,1010.16
100,HIV/AIDS,CHN,2015,MLE,50-54,51700000,3668,7.09,144812.7,280.1
760,"Lymphomas, multiple myeloma",CHN,2015,MLE,50-54,51700000,3164.16,6.12,124286.3,240.4
751,Brain and nervous system cancers,CHN,2015,MLE,50-54,51700000,2699.91,5.22,103971.8,201.11
1575,Exposure to mechanical forces,CHN,2015,MLE,50-54,51700000,2624.58,5.08,136540.2,264.1
860,Alcohol use disorders,CHN,2015,MLE,50-54,51700000,2387.7,4.62,266132.2,514.76
770,Leukaemia,CHN,2015,MLE,50-54,51700000,2222.15,4.3,88173.98,170.55
30,Tuberculosis,CHN,2015,MLE,50-54,51700000,2042.13,3.95,94456.68,182.7
390,Lower respiratory infections,CHN,2015,MLE,50-54,51700000,1995.11,3.86,78297.79,151.45
1570,Drowning,CHN,2015,MLE,50-54,51700000,1825.49,3.53,70968.33,137.27
1220,Peptic ulcer disease,CHN,2015,MLE,50-54,51700000,1414.64,2.74,57716.59,111.64
1110,Rheumatic heart disease,CHN,2015,MLE,50-54,51700000,1364.31,2.64,63136.85,122.12
745,Kidney cancer,CHN,2015,MLE,50-54,51700000,1318.13,2.55,52082.69,100.74
1540,Poisonings,CHN,2015,MLE,50-54,51700000,1257.62,2.43,49715.16,96.16
753,Larynx cancer,CHN,2015,MLE,50-54,51700000,1172.56,2.27,46573.55,90.08
1150,"Cardiomyopathy, myocarditis, endocarditis",CHN,2015,MLE,50-54,51700000,1069.88,2.07,43019.65,83.21
950,Alzheimer disease and other dementias,CHN,2015,MLE,50-54,51700000,1019.44,1.97,59626.37,115.33
752,Gallbladder and biliary tract cancer,CHN,2015,MLE,50-54,51700000,1013,1.96,38891.59,75.23
750,Bladder cancer,CHN,2015,MLE,50-54,51700000,962.84,1.86,39744.49,76.88
320,Rabies,CHN,2015,MLE,50-54,51700000,622.85,1.2,23729.72,45.9
740,Prostate cancer,CHN,2015,MLE,50-54,51700000,555.45,1.07,23383.13,45.23
970,Epilepsy,CHN,2015,MLE,50-54,51700000,548.97,1.06,49210.89,95.19
870,Drug use disorders,CHN,2015,MLE,50-54,51700000,531.08,1.03,79770.51,154.29
1620,Interpersonal violence,CHN,2015,MLE,50-54,51700000,530.4,1.03,60884.04,117.76
1241,Gastritis and duodenitis,CHN,2015,MLE,50-54,51700000,529.22,1.02,44125.86,85.35
690,Melanoma and other skin cancers,CHN,2015,MLE,50-54,51700000,508.58,0.98,19800.2,38.3
1190,Asthma,CHN,2015,MLE,50-54,51700000,469.18,0.91,37936.9,73.38
960,Parkinson disease,CHN,2015,MLE,50-54,51700000,467.99,0.91,31077.93,60.11
1248,Pancreatitis,CHN,2015,MLE,50-54,51700000,455.42,0.88,19016.19,36.78
1560,"Fire, heat and hot substances",CHN,2015,MLE,50-54,51700000,388.88,0.75,32259.46,62.4
754,Thyroid cancer,CHN,2015,MLE,50-54,51700000,338.66,0.66,14028.78,27.13
700,Breast cancer,CHN,2015,MLE,50-54,51700000,285.31,0.55,11437.63,22.12
755,Mesothelioma,CHN,2015,MLE,50-54,51700000,248.35,0.48,9552.68,18.48
1242,Paralytic ileus and intestinal obstruction,CHN,2015,MLE,50-54,51700000,244.2,0.47,10214.83,19.76
1400,Congenital anomalies,CHN,2015,MLE,50-54,51700000,232.78,0.45,45226.29,87.48
190,Acute hepatitis B,CHN,2015,MLE,50-54,51700000,228.78,0.44,12085.17,23.38
1246,Gallbladder and biliary diseases,CHN,2015,MLE,50-54,51700000,203.37,0.39,71686.95,138.66
170,Meningitis,CHN,2015,MLE,50-54,51700000,194.11,0.38,8145.52,15.76
1350,Rheumatoid arthritis,CHN,2015,MLE,50-54,51700000,127.01,0.25,24362.92,47.12
110,Diarrhoeal diseases,CHN,2015,MLE,50-54,51700000,119.38,0.23,31756.18,61.42
980,Multiple sclerosis,CHN,2015,MLE,50-54,51700000,121.32,0.23,5219.73,10.1
811,Thalassaemias,CHN,2015,MLE,50-54,51700000,103.21,0.2,10358.51,20.04
1244,Inflammatory bowel disease,CHN,2015,MLE,50-54,51700000,96.62,0.19,11701.7,22.63
1330,Skin diseases,CHN,2015,MLE,50-54,51700000,92.31,0.18,110405.9,213.55
550,Protein-energy malnutrition,CHN,2015,MLE,50-54,51700000,91.36,0.18,34720.1,67.16
1290,Urolithiasis,CHN,2015,MLE,50-54,51700000,80.59,0.16,7711.56,14.92
180,Encephalitis,CHN,2015,MLE,50-54,51700000,79.8,0.15,7159.84,13.85
742,Testicular cancer,CHN,2015,MLE,50-54,51700000,50.11,0.1,2268.8,4.39
1630,Collective violence and legal intervention,CHN,2015,MLE,50-54,51700000,49.83,0.1,2365.81,4.58
